Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Gardezi, M; Joshi, B; Rizzo, DM; Ryan, M; Prutzer, E; Brugler, S; Dadkhah, A",,,,"Gardezi, Maaz; Joshi, Bhavna; Rizzo, Donna M.; Ryan, Mark; Prutzer, Edward; Brugler, Skye; Dadkhah, Ali",,,Artificial intelligence in farming: Challenges and opportunities for building trust,AGRONOMY JOURNAL,,,,Article,,,,,,,,"Artificial intelligence (AI) represents technologies with human-like cognitive abilities to learn, perform, and make decisions. AI in precision agriculture (PA) enables farmers and farm managers to deploy highly targeted and precise farming practices based on site-specific agroclimatic field measurements. The foundational and applied development of AI has matured considerably over the last 30 years. The time is now right to engage seriously with the ethics and responsible practice of AI for the well-being of farmers and farm managers. In this paper, we identify and discuss both challenges and opportunities for improving farmers' trust in those providing AI solutions for PA. We highlight that farmers' trust can be moderated by how the benefits and risks of AI are perceived, shared, and distributed. We propose four recommendations for improving farmers' trust. First, AI developers should improve model transparency and explainability. Second, clear responsibility and accountability should be assigned to AI decisions. Third, concerns about the fairness of AI need to be overcome to improve human-machine partnerships in agriculture. Finally, regulation and voluntary compliance of data ownership, privacy, and security are needed, if AI systems are to become accepted and used by farmers.","[Gardezi, Maaz; Joshi, Bhavna; Prutzer, Edward] Virginia Tech, Dept Sociol, Blacksburg, VA USA; [Rizzo, Donna M.; Dadkhah, Ali] Univ Vermont, Dept Civil & Environm Engn, Burlington, VT USA; [Ryan, Mark] Wageningen Univ & Res, Wageningen Econ Res, Wageningen, Netherlands; [Brugler, Skye] South Dakota State Univ, Dept Agron Hort & Plant Sci, Brookings, SD USA; [Gardezi, Maaz] Virginia Tech, Dept Sociol, 518 McBryde Hall,225 Stanger St, Blacksburg, VA 24061 USA",,"Gardezi, M (corresponding author), Virginia Tech, Dept Sociol, 518 McBryde Hall,225 Stanger St, Blacksburg, VA 24061 USA.",maaz@vt.edu,,,,,,,,20,20,,,,,,,,,,,MAY,2024,116,3,,,,,1217,1228,,10.1002/agj2.21353,http://dx.doi.org/10.1002/agj2.21353,,MAY 2023,,,,,,,,,,2025-05-29,WOS:000993351800001,View Full Record in Web of Science
J,"Feng, T; Noren, DP; Kulkarni, C; Mariani, S; Zhao, C; Ghosh, E; Swearingen, D; Frassica, J; McFarlane, D; Conroy, B",,,,"Feng, Ting; Noren, David P.; Kulkarni, Chaitanya; Mariani, Sara; Zhao, Claire; Ghosh, Erina; Swearingen, Dennis; Frassica, Joseph; McFarlane, Daniel; Conroy, Bryan",,,Machine learning-based clinical decision support for infection risk prediction,FRONTIERS IN MEDICINE,,,,Article,,,,,,,,"Background: Healthcare-associated infection (HAI) remains a significant risk for hospitalized patients and a challenging burden for the healthcare system. This study presents a clinical decision support tool that can be used in clinical workflows to proactively engage secondary assessments of pre-symptomatic and at-risk infection patients, thereby enabling earlier diagnosis and treatment.Methods: This study applies machine learning, specifically ensemble-based boosted decision trees, on large retrospective hospital datasets to develop an infection risk score that predicts infection before obvious symptoms present. We extracted a stratified machine learning dataset of 36,782 healthcare-associated infection patients. The model leveraged vital signs, laboratory measurements and demographics to predict HAI before clinical suspicion, defined as the order of a microbiology test or administration of antibiotics.Results: Our best performing infection risk model achieves a cross-validated AUC of 0.88 at 1 h before clinical suspicion and maintains an AUC >0.85 for 48 h before suspicion by aggregating information across demographics and a set of 163 vital signs and laboratory measurements. A second model trained on a reduced feature space comprising demographics and the 36 most frequently measured vital signs and laboratory measurements can still achieve an AUC of 0.86 at 1 h before clinical suspicion. These results compare favorably against using temperature alone and clinical rules such as the quick sequential organ failure assessment (qSOFA) score. Along with the performance results, we also provide an analysis of model interpretability via feature importance rankings.Conclusion: The predictive model aggregates information from multiple physiological parameters such as vital signs and laboratory measurements to provide a continuous risk score of infection that can be deployed in hospitals to provide advance warning of patient deterioration.","[Feng, Ting; Noren, David P.; Mariani, Sara; Zhao, Claire; Ghosh, Erina; McFarlane, Daniel; Conroy, Bryan] Philips Res North Amer, Cambridge, MA 02141 USA; [Kulkarni, Chaitanya] Philips Res Bangalore, Bengaluru, India; [Swearingen, Dennis] Banner Hlth, Dept Med Informat, Phoenix, AZ USA; [Swearingen, Dennis] Univ Arizona, Coll Med, Dept Biomed Informat, Phoenix, AZ USA; [Frassica, Joseph] MIT, Inst Med Engn & Sci, Cambridge, MA USA",,"Conroy, B (corresponding author), Philips Res North Amer, Cambridge, MA 02141 USA.",bryan.conroy@philips.com,,,,,,,,6,6,,,,,,,,,,,DEC 18,2023,10,,,,,,,,1213411,10.3389/fmed.2023.1213411,http://dx.doi.org/10.3389/fmed.2023.1213411,,,,,,,,,,,,2025-05-29,WOS:001134223700001,View Full Record in Web of Science
J,"Seidita, V; Sabella, AMP; Lanza, F; Chella, A",,,,"Seidita, Valeria; Sabella, Angelo Maria Pio; Lanza, Francesco; Chella, Antonio",,,"Agent talks about itself: an implementation using Jason, CArtAgO and Speech Acts",INTELLIGENZA ARTIFICIALE,,,,Article,,,,,,,,"Thinking to oneself is a prerogative of man when he needs to think about or repeat what he is doing or experiencing. It is a way of processing information and setting in motion a decision-making process. When this is done aloud, there is also a chance that someone else will understand the meaning or reasons for the action. Equipping an agent with the ability to reveal the reasons for its decisions is both a way to improve human interaction and a way to improve the triggering of a decision process. In this work, we propose to use the speech act to enable a coalition of agents to exhibit inner speech capabilities to explain their behavior, but also to guide and reinforce the creation of an inner model. The BDI agent paradigm, Jason, and CArtAgO are used to give agents the ability to act in a human-like manner. The BDI reasoning cycle has been extended to include inner speech. The proposed solution continues the research path that started with the definition of a cognitive model and architecture for human-robot teaming interaction and aims to integrate the believable interaction paradigm in it.","[Seidita, Valeria; Sabella, Angelo Maria Pio; Lanza, Francesco; Chella, Antonio] Univ Palermo, Dipartimento Ingn, Palermo, Italy",,"Seidita, V (corresponding author), Univ Palermo, Dipartimento Ingn, Palermo, Italy.",valeria.seidita@unipa.it,,,,,,,,1,1,,,,,,,,,,,,2023,17,1,,,SI,,7,18,,10.3233/IA-230005,http://dx.doi.org/10.3233/IA-230005,,,,,,,,,,,,2025-05-29,WOS:001005967600002,View Full Record in Web of Science
J,"Dai, CH; Zong, CF; Zhang, D; Li, G; Chuyo, K; Zheng, HY; Gao, F",,,,"Dai, Changhua; Zong, Changfu; Zhang, Dong; Li, Gang; Chuyo, Kaku; Zheng, Hongyu; Gao, Fei",,,Human-like lane-changing trajectory planning algorithm for human-machine conflict mitigation,JOURNAL OF INTELLIGENT AND CONNECTED VEHICLES,,,,Article,,,,,,,,"The purpose of this paper is to alleviate the potential safety problems associated with the human driver and the automatic system competing for the right of way due to different objectives by mitigating the human-machine conflict phenomenon in human-machine shared driving (HMSD) technology from the automation system. Firstly, a basic lane-changing trajectory algorithm based on the quintic polynomial in the Frenet coordinate system is developed. Then, in order to make the planned trajectory close to human behavior, naturalistic driving data is collected, based on which some lane-changing performance features are selected and analyzed. There are three aspects have been taken into consideration for the human-like lane-changing trajectory: vehicle dynamic stability performance, driving cost optimization, and collision avoidance. Finally, the HMSD experiments are conducted with the driving simulator to test the potential of the human-like lane-changing trajectory planning algorithm. The results demonstrate that the lane-changing trajectory planning algorithm with the highest degree of personalization is highly consistent with human driver behavior and consequently would potentially mitigate the human-machine conflict with the HMSD application. Furthermore, it could be further employed as an empirical trajectory prediction result. The algorithm employs the distribution state of the historical trajectory for human-like processing, simplifying the operational process and ensuring the credibility, integrity, and interpretability of the results. Moreover, in terms of optimization processing, the form of optimization search followed by collision avoidance detection is adopted to in principle reduce the calculation difficulty. Additionally, a new convex polygon collision detection method, namely the vertex embedding method, is proposed for collision avoidance detection.","[Dai, Changhua; Zong, Changfu; Zheng, Hongyu; Gao, Fei] Jilin Univ, State Key Lab Automot Simulat & Control, Changchun 130022, Peoples R China; [Zhang, Dong] Brunel Univ London, Dept Mech & Aerosp Engn, Uxbridge UB8 3PH, Middx, England; [Li, Gang] Liaoning Univ Technol, Coll Automobile & Traff Engn, Jinzhou 121000, Peoples R China; [Chuyo, Kaku] Jiangsu Chaoli Elect Co Ltd, Danyang 212300, Peoples R China",,"Zhang, D (corresponding author), Brunel Univ London, Dept Mech & Aerosp Engn, Uxbridge UB8 3PH, Middx, England.",dong.zhang@brunel.ac.uk,,,,,,,,10,11,,,,,,,,,,,MAR,2023,6,1,,,,,46,63,,10.26599/JICV.2023.9210004,http://dx.doi.org/10.26599/JICV.2023.9210004,,,,,,,,,,,,2025-05-29,WOS:001388193300004,View Full Record in Web of Science
J,"Perozzi, B; Akoglu, L",,,,"Perozzi, Bryan; Akoglu, Leman",,,Discovering Communities and Anomalies in Attributed Graphs: Interactive Visual Exploration and Summarization,ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA,,,,Article,,,,,,,,"Given a network with node attributes, how can we identify communities and spot anomalies? How can we characterize, describe, or summarize the network in a succinct way? Community extraction requires a measure of quality for connected subgraphs (e.g., social circles). Existing subgraph measures, however, either consider only the connectedness of nodes inside the community and ignore the cross-edges at the boundary (e.g., density) or only quantify the structure of the community and ignore the node attributes (e.g., conductance). In this work, we focus on node-attributed networks and introduce: (1) a new measure of subgraph quality for attributed communities called normality, (2) a community extraction algorithm that uses normality to extract communities and a few characterizing attributes per community, and (3) a summarization and interactive visualization approach for attributed graph exploration. More specifically, (1) we first introduce a new measure to quantify the normality of an attributed subgraph. Our normality measure carefully utilizes structure and attributes together to quantify both the internal consistency and external separability. We then formulate an objective function to automatically infer a few attributes (called the focus) and respective attribute weights, so as to maximize the normality score of a given subgraph. Most notably, unlike many other approaches, our measure allows for many cross-edges as long as they can be exonerated; i.e., either (i) are expected under a null graph model, and/or (ii) their boundary nodes do not exhibit the focus attributes. Next, (2) we propose AMEN (for Attributed Mining of Entity Networks), an algorithm that simultaneously discovers the communities and their respective focus in a given graph, with a goal to maximize the total normality. Communities for which a focus that yields high normality cannot be found are considered low quality or anomalous. Last, (3) we formulate a summarization task with a multi-criteria objective, which selects a subset of the communities that (i) cover the entire graph well, are (ii) high quality and (iii) diverse in their focus attributes. We further design an interactive visualization interface that presents the communities to a user in an interpretable, user-friendly fashion. The user can explore all the communities, analyze various algorithm-generated summaries, as well as devise their own summaries interactively to characterize the network in a succinct way. As the experiments on real-world attributed graphs show, our proposed approaches effectively find anomalous communities and outperform several existing measures and methods, such as conductance, density, OddBall, and SODA. We also conduct extensive user studies to measure the capability and efficiency that our approach provides to the users toward network summarization, exploration, and sensemaking.","[Perozzi, Bryan] SUNY Stony Brook, Google Res, Stony Brook, NY 11794 USA; [Akoglu, Leman] SUNY Stony Brook, Carnegie Mellon Univ, Stony Brook, NY USA",,"Perozzi, B (corresponding author), SUNY Stony Brook, Google Res, Stony Brook, NY 11794 USA.",bryan.perozzi@gmail.com; lakoglu@cs.cmu.edu,,,,,,,,26,30,,,,,,,,,,,MAR,2018,12,2,,,,,,,24,10.1145/3139241,http://dx.doi.org/10.1145/3139241,,,,,,,,,,,,2025-05-29,WOS:000435563100010,View Full Record in Web of Science
J,"Chen, JX; Shen, F; Chen, DZ; Flynn, PJ",,,,"Chen, Jianxu; Shen, Feng; Chen, Danny Ziyi; Flynn, Patrick J.",,,Iris Recognition Based on Human-Interpretable Features,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,,,,Article,,,,,,,,"The iris is a stable biometric trait that has been widely used for human recognition in various applications. However, deployment of iris recognition in forensic applications has not been reported. A primary reason is the lack of human-friendly techniques for iris comparison. To further promote the use of iris recognition in forensics, the similarity between irises should be made visualizable and interpretable. Recently, a human-in-the-loop iris recognition system was developed, based on detecting and matching iris crypts. Building on this framework, we propose a new approach for detecting and matching iris crypts automatically. Our detection method is able to capture iris crypts of various sizes. Our matching scheme is designed to handle potential topological changes in the detection of the same crypt in different images. Our approach outperforms the known visible-feature-based iris recognition method on three different data sets. In particular, our approach achieves over 22% higher rank one hit rate in identification, and over 51% lower equal error rate in verification. In addition, the benefit of our approach on multi-enrollment is experimentally demonstrated.","[Chen, Jianxu; Shen, Feng; Chen, Danny Ziyi; Flynn, Patrick J.] Univ Notre Dame, Dept Comp Sci & Engn, Notre Dame, IN 46556 USA",,"Chen, JX; Shen, F; Chen, DZ; Flynn, PJ (corresponding author), Univ Notre Dame, Dept Comp Sci & Engn, Notre Dame, IN 46556 USA.",jchen16@nd.edu; fshen1@nd.edu; dchen@nd.edu; flynn@nd.edu,,,,,,,,39,44,,,,,,,,,,,JUL,2016,11,7,,,,,1476,1485,,10.1109/TIFS.2016.2535901,http://dx.doi.org/10.1109/TIFS.2016.2535901,,,,,,,,,,,,2025-05-29,WOS:000374890000008,View Full Record in Web of Science
J,"Souza, F; Offermans, T; Barendse, R; Postma, G; Jansen, J",,,,"Souza, Francisco; Offermans, Tim; Barendse, Ruud; Postma, Geert; Jansen, Jeroen",,,Contextual Mixture of Experts: Integrating Knowledge into Predictive Modeling,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,,,,Article,,,,,,,,"This article proposes a new data-driven model devised to integrate process knowledge into its structure to increase the human-machine synergy in the process industry. The proposed contextual mixture of experts (cMoE) explicitly uses process knowledge along the model learning stage to mold the historical data to represent operators' context related to the process through possibility distributions. This model was evaluated in two real case studies for quality prediction, including a sulfur recovery unit and a polymerization process. The cMoEs was employed to represent different contexts in both experiments. The results indicate that integrating process knowledge has increased the predictive performance while improving interpretability by providing insights into the variables affecting the process's different regimes.","[Souza, Francisco; Offermans, Tim; Postma, Geert; Jansen, Jeroen] Radboud Univ Nijmegen, Inst Mol & Mat, NL-6525 AJ Nijmegen, Netherlands; [Barendse, Ruud] Netherlands Org Appl Sci Res TNO, NL-2628 XE Delft, Netherlands",,"Souza, F (corresponding author), Radboud Univ Nijmegen, Inst Mol & Mat, NL-6525 AJ Nijmegen, Netherlands.",f.souza@science.ru.nl; t.offermans@science.ru.nl; ruud.barendse@dsm.com; g.j.postma@science.ru.nl; jj.jansen@science.ru.nl,,,,,,,,5,5,,,,,,,,,,,AUG,2023,19,8,,,,,9048,9059,,10.1109/TII.2022.3224973,http://dx.doi.org/10.1109/TII.2022.3224973,,,,,,,,,,,,2025-05-29,WOS:001030673600046,View Full Record in Web of Science
J,"Cantens, T",,,,"Cantens, Thomas",,,How will the state think with ChatGPT? The challenges of generative artificial intelligence for public administrations,AI & SOCIETY,,,,Article,,,,,,,,"This article explores the challenges surrounding generative artificial intelligence (GenAI) in public administrations and its impact on human-machine interactions within the public sector. First, it aims to deconstruct the reasons for distrust in GenAI in public administrations. The risks currently linked to GenAI in the public sector are often similar to those of conventional AI. However, while some risks remain pertinent, others are less so because GenAI has limited explainability, which, in return, limits its uses in public administrations. Confidentiality, marking of GenAI outputs and errors are specific matters for which responses should be technical as well as cultural, as they are pushing the boundaries of our instrumental conceptions of machines. Second, this article proposes some paradigm shifts in the perspective of using GenAI in public administrations due to the radical change caused by its language-based nature. GenAI represents a profound break from the numerical nature of AI systems implemented in public administrations to date. The transformative impact of GenAI on the intellectual production of the state raises fears of the replacement, or rather enslavement, of civil servants to machines. The article argues for the development of critical thinking as a specific skill for civil servants who have become highly specialized and will have to think with a machine that is eclectic by nature. It anticipates a transformation in the political nature of public administrations, which should lead to more considerations for the strategic stake related to training corpus and for our conceptualization of the neutrality of AI.","[Cantens, Thomas] Off Secretary Gen World Customs Org WCO, Res & Policy Unit, Brussels, Belgium; [Cantens, Thomas] Auvergne Univ, Ctr Etud & Rech Dev Int, Clermont Ferrand, France",,"Cantens, T (corresponding author), Off Secretary Gen World Customs Org WCO, Res & Policy Unit, Brussels, Belgium.;Cantens, T (corresponding author), Auvergne Univ, Ctr Etud & Rech Dev Int, Clermont Ferrand, France.",thomascantens@hotmail.com,,,,,,,,6,6,,,,,,,,,,,JAN,2025,40,1,,,,,133,144,,10.1007/s00146-023-01840-9,http://dx.doi.org/10.1007/s00146-023-01840-9,,JAN 2024,,,,,,,,,,2025-05-29,WOS:001144809200003,View Full Record in Web of Science
J,"Bennett, SJ; Catanzariti, B; Tollon, F",,,,"Bennett, S. J.; Catanzariti, Benedetta; Tollon, Fabio",,,Everybody knows what a pothole is: representations of work and intelligence in AI practice and governance,AI & SOCIETY,,,,Article; Early Access,,,,,,,,"In this paper, we empirically and conceptually examine how distributed human-machine networks of labour comprise a form of underlying intelligence within Artificial Intelligence (AI), considering the implications of this for Responsible Artificial Intelligence (R-AI) innovation. R-AI aims to guide AI research, development and deployment in line with certain normative principles, for example fairness, privacy, and explainability; notions implicitly shaped by comparisons of AI with individualised notions of human intelligence. However, as critical scholarship on AI demonstrates, this is a limited framing of the nature of intelligence, both of humans and AI. Furthermore, it dismisses the skills and labour central to developing AI systems, involving a distributed network of human-directed practices and reasoning. We argue that inequities in the agency and recognition of different types of practitioners across these networks of AI development have implications beyond RAI, with narrow framings concealing considerations which are important within broader discussions of AI intelligence. Drawing from interactive workshops conducted with AI practitioners, we explore practices of data acquisition, cleaning, and annotation, as the point where practitioners interface with domain experts and data annotators. Despite forming a crucial part of AI design and development, this type of data work is frequently framed as a tedious, unskilled, and low-value process. In exploring these practices, we examine the political role of the epistemic framings that underpin AI development and how these framings can shape understandings of distributed intelligence, labour practices, and annotators' agency within data structures. Finally, we reflect on the implications of our findings for developing more participatory and equitable approaches to machine learning applications in the service of R-AI.","[Bennett, S. J.] Univ Durham, Geog, Durham, England; [Catanzariti, Benedetta] Univ Edinburgh, Sci Technol & Innovat Studies, Edinburgh, Scotland; [Tollon, Fabio] Univ Edinburgh, Philosophy, Edinburgh, Scotland",,"Catanzariti, B (corresponding author), Univ Edinburgh, Sci Technol & Innovat Studies, Edinburgh, Scotland.",sj.bennett@durham.ac.uk; benedetta.catanzariti@ed.ac.uk; ftollon@ed.ac.uk,,,,,,,,1,1,,,,,,,,,,,2025 JAN 27,2025,,,,,,,,,,10.1007/s00146-024-02162-0,http://dx.doi.org/10.1007/s00146-024-02162-0,,JAN 2025,,,,,,,,,,2025-05-29,WOS:001408408700001,View Full Record in Web of Science
J,"Talaat, M; Si, XH; Xi, JX",,,,"Talaat, Mohamed; Si, Xiuhua; Xi, Jinxiang",,,Multi-Level Training and Testing of CNN Models in Diagnosing Multi-Center COVID-19 and Pneumonia X-ray Images,APPLIED SCIENCES-BASEL,,,,Article,,,,,,,,"Featured Application: Despite their reported high accuracy, a significant limitation of current AI-assisted COVID-19 diagnostic models is that they are often trained on datasets sourced from specific clinics or possessing a limited number of training images. This raises an important question: Will these models maintain high accuracy when deployed in other clinics where images might exhibit disparities? If accuracy does drop, to what extent can we expect this decline? Conversely, how much can accuracy be improved by augmenting the training dataset with new images? In this study, we evaluated the performances of four CNN models that were trained on incrementally augmented datasets and subsequently tested on images with decreasing similarities. Through multi-level testing, we assessed the models' capacities for verification, interpolation, and extrapolation in the context of diagnosing COVID-19 and pneumonia using multi-center X-ray images. Compared to conventional one-round training, multi-round training offers a more comprehensive insight into a model's learnability, robustness, and interpretability. This study aimed to address three questions in AI-assisted COVID-19 diagnostic systems: (1) How does a CNN model trained on one dataset perform on test datasets from disparate medical centers? (2) What accuracy gains can be achieved by enriching the training dataset with new images? (3) How can learned features elucidate classification results, and how do they vary among different models? To achieve these aims, four CNN models-AlexNet, ResNet-50, MobileNet, and VGG-19-were trained in five rounds by incrementally adding new images to a baseline training set comprising 11,538 chest X-ray images. In each round, the models were tested on four datasets with decreasing levels of image similarity. Notably, all models showed performance drops when tested on datasets containing outlier images or sourced from other clinics. In Round 1, 95.2 similar to 99.2% accuracy was achieved for the Level 1 testing dataset (i.e., from the same clinic but set apart for testing only), and 94.7 similar to 98.3% for Level 2 (i.e., from an external clinic but similar). However, model performance drastically decreased for Level 3 (i.e., outlier images with rotation or deformation), with the mean sensitivity plummeting from 99% to 36%. For the Level 4 testing dataset (i.e., from another clinic), accuracy decreased from 97% to 86%, and sensitivity from 99% to 67%. In Rounds 2 and 3, adding 25% and 50% of the outlier images to the training dataset improved the average Level-3 accuracy by 15% and 23% (i.e., from 56% to 71% to 83%). In Rounds 4 and 5, adding 25% and 50% of the external images increased the average Level-4 accuracy from 81% to 92% and 95%, respectively. Among the models, ResNet-50 demonstrated the most robust performance across the five-round training/testing phases, while VGG-19 persistently underperformed. Heatmaps and intermediate activation features showed visual correlations to COVID-19 and pneumonia X-ray manifestations but were insufficient to explicitly explain the classification. However, heatmaps and activation features at different rounds shed light on the progression of the models' learning behavior.","[Talaat, Mohamed; Xi, Jinxiang] Univ Massachusetts, Dept Biomed Engn, Lowell, MA 01854 USA; [Si, Xiuhua] Calif Baptist Univ, Dept Mech Engn, Riverside, CA 92504 USA",,"Xi, JX (corresponding author), Univ Massachusetts, Dept Biomed Engn, Lowell, MA 01854 USA.",mohamed_talaat@student.uml.edu; asi@calbaptist.edu; jinxiang_xi@uml.edu,,,,,,,,3,3,,,,,,,,,,,SEP,2023,13,18,,,,,,,10270,10.3390/app131810270,http://dx.doi.org/10.3390/app131810270,,,,,,,,,,,,2025-05-29,WOS:001073350100001,View Full Record in Web of Science
J,"Wehbe, RM; Katsaggleos, AK; Hammond, KJ; Hong, H; Ahmad, FS; Ouyang, D; Shah, SJ; Mccarthy, PM; Thomas, JD",,,,"Wehbe, Ramsey M.; Katsaggleos, Aggelos K.; Hammond, Kristian J.; Hong, Ha; Ahmad, Faraz S.; Ouyang, David; Shah, Sanjiv J.; Mccarthy, Patrick M.; Thomas, James D.",,,Deep Learning for Cardiovascular Imaging,JAMA CARDIOLOGY,,,,Review,,,,,,,,"Importance Artificial intelligence (AI), driven by advances in deep learning (DL), has the potential to reshape the field of cardiovascular imaging (CVI). While DL for CVI is still in its infancy, research is accelerating to aid in the acquisition, processing, and/or interpretation of CVI across various modalities, with several commercial products already in clinical use. It is imperative that cardiovascular imagers are familiar with DL systems, including a basic understanding of how they work, their relative strengths compared with other automated systems, and possible pitfalls in their implementation. The goal of this article is to review the methodology and application of DL to CVI in a simple, digestible fashion toward demystifying this emerging technology.Observations At its core, DL is simply the application of a series of tunable mathematical operations that translate input data into a desired output. Based on artificial neural networks that are inspired by the human nervous system, there are several types of DL architectures suited to different tasks; convolutional neural networks are particularly adept at extracting valuable information from CVI data. We survey some of the notable applications of DL to tasks across the spectrum of CVI modalities. We also discuss challenges in the development and implementation of DL systems, including avoiding overfitting, preventing systematic bias, improving explainability, and fostering a human-machine partnership. Finally, we conclude with a vision of the future of DL for CVI.Conclusions and Relevance Deep learning has the potential to meaningfully affect the field of CVI. Rather than a threat, DL could be seen as a partner to cardiovascular imagers in reducing technical burden and improving efficiency and quality of care. High-quality prospective evidence is still needed to demonstrate how the benefits of DL CVI systems may outweigh the risks.","[Wehbe, Ramsey M.] Med Univ South Carolina, Div Cardiol, 22 WestEdge St,Ste 200,Room WG213E, Charleston, SC 29403 USA; [Wehbe, Ramsey M.] Med Univ South Carolina, Biomed Informat Ctr, 22 WestEdge St,Ste 200,Room WG213E, Charleston, SC 29403 USA; [Wehbe, Ramsey M.] Med Univ South Carolina, Dept Med, Div Cardiol, Charleston, SC USA; [Wehbe, Ramsey M.] Med Univ South Carolina, Biomed Informat Ctr, Charleston, SC USA; [Wehbe, Ramsey M.; Ahmad, Faraz S.; Shah, Sanjiv J.; Thomas, James D.] Northwestern Univ, Feinberg Sch Med, Dept Med, Div Cardiol, Chicago, IL USA; [Katsaggleos, Aggelos K.] Northwestern Univ, Dept Comp & Elect Engn, Evanston, IL USA; [Hammond, Kristian J.] Northwestern Univ, Dept Comp Sci, Evanston, IL USA; [Hong, Ha] Medtronic, Minneapolis, MN USA; [Ahmad, Faraz S.] Northwestern Univ, Feinberg Sch Med, Inst Publ Hlth & Med, Ctr Hlth Informat Partnerships, Chicago, IL USA; [Ouyang, David] Cedars Sinai Med Ctr, Dept Med, Div Cardiol, Los Angeles, CA USA; [Mccarthy, Patrick M.] Northwestern Univ, Feinberg Sch Med, Dept Surg, Div Cardiac Surg, Chicago, IL USA; [Ahmad, Faraz S.; Shah, Sanjiv J.; Mccarthy, Patrick M.; Thomas, James D.] Northwestern Med Bluhm Cardiovasc Inst, Ctr Artificial Intelligence, Chicago, IL USA",,"Wehbe, RM (corresponding author), Med Univ South Carolina, Div Cardiol, 22 WestEdge St,Ste 200,Room WG213E, Charleston, SC 29403 USA.;Wehbe, RM (corresponding author), Med Univ South Carolina, Biomed Informat Ctr, 22 WestEdge St,Ste 200,Room WG213E, Charleston, SC 29403 USA.",wehbe@musc.edu,,,,,,,,20,20,,,,,,,,,,,NOV,2023,8,11,,,,,1089,1098,,10.1001/jamacardio.2023.3142,http://dx.doi.org/10.1001/jamacardio.2023.3142,,SEP 2023,,,,,,,,,,2025-05-29,WOS:001071407800002,View Full Record in Web of Science
J,"Liu, Q; Hagenmeyer, V; Keller, HB",,,,"Liu, Qi; Hagenmeyer, Veit; Keller, Hubert B.",,,A Review of Rule Learning-Based Intrusion Detection Systems and Their Prospects in Smart Grids,IEEE ACCESS,,,,Article,,,,,,,,"Intrusion detection systems (IDS) are commonly categorized into misuse based, anomaly based and specification based IDS. Both misuse based IDS and anomaly based IDS are extensively researched in academia and industry. However, as critical infrastructures including smart grids (SG) may often face sophisticated unknown attacks in the near future, misuse based attack detection techniques will mostly miss their targets. Despite the fact that anomaly based IDS can detect novel attacks, they are not often deployed in industry, mainly owing to high false positive rate and lack of interpretability of trained models. With misuse based IDS' inability to detect unknown attacks and requirement for frequently manually crafting and updating signatures and with anomaly based IDS' bad reputation for high false alarm rate, specification based IDS can be regarded as the most suitable detection engine for cyber-physical systems (CPS) including SG. We argue that specification based IDS especially using rule learning could prove to be the most promising IDS for SG. Intrusion detection rules are learned through rule learning techniques and periodically automatically updated to accommodate dynamic system behaviors in SG. Fortunately, rule learning based IDS can not only detect previously unknown attacks but also achieve higher interpretability, due to symbolic representation of learned rules. It can thus be considered more trustworthy from human perspective and further assist human in the loop security operation. The present work provides a systematic and deep analysis of rule learning techniques and their suitability for IDS in SG. Besides, it concludes the most important criteria for learning intrusion detection rules and assessing their quality. This work serves not only as a guide to a number of important rule learning techniques but also as the first survey on their applications in IDS, which indicates their potential opportunities in SG security.","[Liu, Qi; Hagenmeyer, Veit; Keller, Hubert B.] Karlsruhe Inst Technol, Inst Automat & Appl Informat, D-76344 Eggenstein Leopoldshafen, Germany",,"Liu, Q (corresponding author), Karlsruhe Inst Technol, Inst Automat & Appl Informat, D-76344 Eggenstein Leopoldshafen, Germany.",qi.liu@kit.edu,,,,,,,,36,37,,,,,,,,,,,,2021,9,,,,,,57542,57564,,10.1109/ACCESS.2021.3071263,http://dx.doi.org/10.1109/ACCESS.2021.3071263,,,,,,,,,,,,2025-05-29,WOS:000641939000001,View Full Record in Web of Science
