proquest -journal,,,,,,,,,,,,,,,,,,,
Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,Abstract,DocumentUrl,DOI
"A Survey on Medical Explainable AI (XAI): Recent Progress, Explainability Approach, Human Interaction and Scoring System",,Ruey-Kai Sheu; Mayuresh Sunil Pardeshi; Mayuresh Sunil Pardeshi,Sensors,Scholarly Journals,,22,20,2022-01-01,2022,8068,,,14248220,,,ENG,"The emerging field of eXplainable AI (XAI) in the medical domain is considered to be of utmost importance. Meanwhile, incorporating explanations in the medical domain with respect to legal and ethical AI is necessary to understand detailed decisions, results, and current status of the patient’s conditions. Successively, we will be presenting a detailed survey for the medical XAI with the model enhancements, evaluation methods, significant overview of case studies with open box architecture, medical open datasets, and future improvements. Potential differences in AI and XAI methods are provided with the recent XAI methods stated as (i) local and global methods for preprocessing, (ii) knowledge base and distillation algorithms, and (iii) interpretable machine learning. XAI characteristics details with future healthcare explainability is included prominently, whereas the pre-requisite provides insights for the brainstorming sessions before beginning a medical XAI project. Practical case study determines the recent XAI progress leading to the advance developments within the medical field. Ultimately, this survey proposes critical ideas surrounding a user-in-the-loop approach, with an emphasis on human–machine collaboration, to better produce explainable solutions. The surrounding details of the XAI feedback system for human rating-based evaluation provides intelligible insights into a constructive method to produce human enforced explanation feedback. For a long time, XAI limitations of the ratings, scores and grading are present. Therefore, a novel XAI recommendation system and XAI scoring system are designed and approached from this work. Additionally, this paper encourages the importance of implementing explainable solutions into the high impact medical field.",https://www.proquest.com/docview/2728532042?accountid=15181&bdid=109693&_bd=FZ3dYQSGlZNKstXj3BpTnw2Z8uM%3D,https://doi.org/10.3390/s22208068
Harnessing explainable artificial intelligence for patient-to-clinical-trial matching: A proof-of-concept pilot study using phase I oncology trials,,"Ghosh, Satanu; Hassan Mohammed Abushukair; Ganesan, Arjun; Pan, Chongle; Abdul Rafeh Naqash; Lu, Kun",PLoS One,Scholarly Journals,,19,10,2024-10-01,Oct 2024,e0311510,,,19326203,,,ENG,"This study aims to develop explainable AI methods for matching patients with phase 1 oncology clinical trials using Natural Language Processing (NLP) techniques to address challenges in patient recruitment for improved efficiency in drug development. A prototype system based on modern NLP techniques has been developed to match patient records with phase 1 oncology clinical trial protocols. Four criteria are considered for the matching: cancer type, performance status, genetic mutation, and measurable disease. The system outputs a summary matching score along with explanations of the evidence. The outputs of the AI system were evaluated against the ground truth matching results provided by the domain expert on a dataset of twelve synthesized dummy patient records and six clinical trial protocols. The system achieved a precision of 73.68%, sensitivity/recall of 56%, accuracy of 77.78%, and specificity of 89.36%. Further investigation into the misclassified cases indicated that ambiguity of abbreviation and misunderstanding of context are significant contributors to errors. The system found evidence of no matching for all false positive cases. To the best of our knowledge, no system in the public domain currently deploys an explainable AI-based approach to identify optimal patients for phase 1 oncology trials. This initial attempt to develop an AI system for patients and clinical trial matching in the context of phase 1 oncology trials showed promising results that are set to increase efficiency without sacrificing quality in patient-trial matching.",https://www.proquest.com/docview/3120495309?accountid=15181&bdid=109693&_bd=6tmYL0wRb2KaR3XFik2bbmk5Ck4%3D,https://doi.org/10.1371/journal.pone.0311510
Robotic Motion Intelligence Using Vector Symbolic Architectures and Blockchain-Based Smart Contracts,,"De Silva Daswin; Withanage Sudheera; Vidura, Sumanasena; Gunasekara Lakshitha; Moraliyage Harsha; Mills, Nishan; Manic Milos",Robotics,Scholarly Journals,,14,4,2025-01-01,2025,38,,,22186581,,,ENG,"The rapid adoption of artificial intelligence (AI) systems, such as predictive AI, generative AI, and explainable AI, is in contrast to the slower development and uptake of robotic AI systems. Dynamic environments, sensory processing, mechanical movements, power management, and safety are inherent complexities of robotic intelligence capabilities that can be addressed using novel AI approaches. The current AI landscape is dominated by machine learning techniques, specifically deep learning algorithms, that have been effective in addressing some of these challenges. However, these algorithms are subject to computationally complex processing and operational needs such as high data dependency. In this paper, we propose a computation-efficient and data-efficient framework for robotic motion intelligence (RMI) based on vector symbolic architectures (VSAs) and blockchain-based smart contracts. The capabilities of VSAs are leveraged for computationally efficient learning and noise suppression during perception, motion, movement, and decision-making tasks. As a distributed ledger technology, smart contracts address data dependency through a decentralized, distributed, and secure transactions ledger that satisfies contractual conditions. An empirical evaluation of the framework confirms its value and contribution towards addressing the practical challenges of robotic motion intelligence by significantly reducing the learnable parameters by 10 times while preserving sufficient accuracy compared to existing deep learning solutions.",https://www.proquest.com/docview/3194640158?accountid=15181&bdid=109693&_bd=fTHaa8zZLjR5Jqq5OEWnwX0BMyk%3D,https://doi.org/10.3390/robotics14040038
On Evaluating Black-Box Explainable AI Methods for Enhancing Anomaly Detection in Autonomous Driving Systems,,"Nazat, Sazid; Arreche, Osvaldo; Abdallah, Mustafa; Abdallah, Mustafa",Sensors,Scholarly Journals,,24,11,2024-01-01,2024,3515,,,14248220,,,ENG,"The recent advancements in autonomous driving come with the associated cybersecurity issue of compromising networks of autonomous vehicles (AVs), motivating the use of AI models for detecting anomalies on these networks. In this context, the usage of explainable AI (XAI) for explaining the behavior of these anomaly detection AI models is crucial. This work introduces a comprehensive framework to assess black-box XAI techniques for anomaly detection within AVs, facilitating the examination of both global and local XAI methods to elucidate the decisions made by XAI techniques that explain the behavior of AI models classifying anomalous AV behavior. By considering six evaluation metrics (descriptive accuracy, sparsity, stability, efficiency, robustness, and completeness), the framework evaluates two well-known black-box XAI techniques, SHAP and LIME, involving applying XAI techniques to identify primary features crucial for anomaly classification, followed by extensive experiments assessing SHAP and LIME across the six metrics using two prevalent autonomous driving datasets, VeReMi and Sensor. This study advances the deployment of black-box XAI methods for real-world anomaly detection in autonomous driving systems, contributing valuable insights into the strengths and limitations of current black-box XAI methods within this critical domain.",https://www.proquest.com/docview/3067441161?accountid=15181&bdid=109693&_bd=0UTOq0rrpiQ4db93IhSVDbwu9qk%3D,https://doi.org/10.3390/s24113515
Explainable MRI-Based Ensemble Learnable Architecture for Alzheimer’s Disease Detection,,"Opeyemi Taiwo Adeniran; Blessing Ojeme; Ajibola, Temitope Ezekiel; Ojonugwa Oluwafemi Ejiga Peter; Ajala, Abiola Olayinka; Rahman, Md Mahmudur; Khalifa, Fahmi; Khalifa, Fahmi",Algorithms,Scholarly Journals,,18,3,2025-01-01,2025,163,,,19994893,,,ENG,"With the advancements in deep learning methods, AI systems now perform at the same or higher level than human intelligence in many complex real-world problems. The data and algorithmic opacity of deep learning models, however, make the task of comprehending the input data information, the model, and model’s decisions quite challenging. This lack of transparency constitutes both a practical and an ethical issue. For the present study, it is a major drawback to the deployment of deep learning methods mandated with detecting patterns and prognosticating Alzheimer’s disease. Many approaches presented in the AI and medical literature for overcoming this critical weakness are sometimes at the cost of sacrificing accuracy for interpretability. This study is an attempt at addressing this challenge and fostering transparency and reliability in AI-driven healthcare solutions. The study explores a few commonly used perturbation-based interpretability (LIME) and gradient-based interpretability (Saliency and Grad-CAM) approaches for visualizing and explaining the dataset, models, and decisions of MRI image-based Alzheimer’s disease identification using the diagnostic and predictive strengths of an ensemble framework comprising Convolutional Neural Networks (CNNs) architectures (Custom multi-classifier CNN, VGG-19, ResNet, MobileNet, EfficientNet, DenseNet), and a Vision Transformer (ViT). The experimental results show the stacking ensemble achieving a remarkable accuracy of 98.0% while the hard voting ensemble reached 97.0%. The findings present a valuable contribution to the growing field of explainable artificial intelligence (XAI) in medical imaging, helping end users and researchers to gain deep understanding of the backstory behind medical image dataset and deep learning model’s decisions.",https://www.proquest.com/docview/3181337963?accountid=15181&bdid=109693&_bd=EoAgC61q2GX%2B8pFdhbJJvwjP%2B54%3D,https://doi.org/10.3390/a18030163
Interpretability Is in the Mind of the Beholder: A Causal Framework for Human-Interpretable Representation Learning,,"Marconato, Emanuele; Passerini, Andrea; Teso, Stefano; Teso, Stefano",Entropy,Scholarly Journals,,25,12,2023-01-01,2023,1574,,,10994300,,,ENG,"Research on Explainable Artificial Intelligence has recently started exploring the idea of producing explanations that, rather than being expressed in terms of low-level features, are encoded in terms of interpretable concepts learned from data. How to reliably acquire such concepts is, however, still fundamentally unclear. An agreed-upon notion of concept interpretability is missing, with the result that concepts used by both post hoc explainers and concept-based neural networks are acquired through a variety of mutually incompatible strategies. Critically, most of these neglect the human side of the problem: a representation is understandable only insofar as it can be understood by the human at the receiving end. The key challenge in human-interpretable representation learning (hrl) is how to model and operationalize this human element. In this work, we propose a mathematical framework for acquiring interpretable representations suitable for both post hoc explainers and concept-based neural networks. Our formalization of hrl builds on recent advances in causal representation learning and explicitly models a human stakeholder as an external observer. This allows us derive a principled notion of alignment between the machine’s representation and the vocabulary of concepts understood by the human. In doing so, we link alignment and interpretability through a simple and intuitive name transfer game, and clarify the relationship between alignment and a well-known property of representations, namely disentanglement. We also show that alignment is linked to the issue of undesirable correlations among concepts, also known as concept leakage, and to content-style separation, all through a general information-theoretic reformulation of these properties. Our conceptualization aims to bridge the gap between the human and algorithmic sides of interpretability and establish a stepping stone for new research on human-interpretable representations.",https://www.proquest.com/docview/2904645312?accountid=15181&bdid=109693&_bd=y7WZRF8%2B5L9Oz%2FcJhpAJZ745bs8%3D,https://doi.org/10.3390/e25121574
Enhancing Explainable Artificial Intelligence: Using Adaptive Feature Weight Genetic Explanation (AFWGE) with Pearson Correlation to Identify Crucial Feature Groups,,"AlJalaud, Ebtisam; AlJalaud, Ebtisam; Hosny, Manar",Mathematics,Scholarly Journals,,12,23,2024-01-01,2024,3727,,,22277390,,,ENG,"The ‘black box’ nature of machine learning (ML) approaches makes it challenging to understand how most artificial intelligence (AI) models make decisions. Explainable AI (XAI) aims to provide analytical techniques to understand the behavior of ML models. XAI utilizes counterfactual explanations that indicate how variations in input features lead to different outputs. However, existing methods must also highlight the importance of features to provide more actionable explanations that would aid in the identification of key drivers behind model decisions—and, hence, more reliable interpretations—ensuring better accuracy. The method we propose utilizes feature weights obtained through adaptive feature weight genetic explanation (AFWGE) with the Pearson correlation coefficient (PCC) to determine the most crucial group of features. The proposed method was tested on four real datasets with nine different classifiers for evaluation against a nonweighted counterfactual explanation method (CERTIFAI) and the original feature values’ correlation. The results show significant enhancements in accuracy, precision, recall, and F1 score for most datasets and classifiers; this indicates the superiority of the feature weights selected via AFWGE with the PCC over CERTIFAI and the original data values in determining the most important group of features. Focusing on important feature groups elaborates the behavior of AI models and enhances decision making, resulting in more reliable AI systems.",https://www.proquest.com/docview/3144143822?accountid=15181&bdid=109693&_bd=bvjrhH5tsFOFE%2BfLKudPXPoDFi8%3D,https://doi.org/10.3390/math12233727
Rough Set Theory and Soft Computing Methods for Building Explainable and Interpretable AI/ML Models,,Naouali Sami; El Othmani Oussama,Applied Sciences,Scholarly Journals,,15,9,2025-01-01,2025,5148,,,20763417,,,ENG,"This study introduces a novel framework leveraging Rough Set Theory (RST)-based feature selection—MLReduct, MLSpecialReduct, and MLFuzzyRoughSet—to enhance machine learning performance on uncertain data. Applied to a private cardiovascular dataset, our MLSpecialReduct algorithm achieves a peak Random Forest accuracy of 0.99 (versus 0.85 without feature selection), while MLFuzzyRoughSet improves accuracy to 0.83, surpassing our MLVarianceThreshold (0.72–0.77), an adaptation of the traditional VarianceThreshold method. We integrate these RST techniques with preprocessing (discretization, normalization, encoding) and compare them against traditional approaches across classifiers like Random Forest and Naive Bayes. The results underscore RST’s edge in accuracy, efficiency, and interpretability, with MLSpecialReduct leading in minimal attribute reduction. Against baseline classifiers without feature selection and MLVarianceThreshold, our framework delivers significant improvements, establishing RST as a vital tool for explainable AI (XAI) in healthcare diagnostics and IoT systems. These findings open avenues for future hybrid RST-ML models, providing a robust, interpretable solution for complex data challenges.",https://www.proquest.com/docview/3203188947?accountid=15181&bdid=109693&_bd=wc6Ymb3Nflf%2B5HsCwDbpXqI2cNI%3D,https://doi.org/10.3390/app15095148
Current Status and Future of Artificial Intelligence in Medicine,,Basubrin Omar,Cureus,Scholarly Journals,,17,1,2025-01-01,2025,,,,21688184,,,ENG,"Artificial intelligence (AI) has rapidly emerged as a transformative force in medicine, revolutionizing various aspects of healthcare from diagnostics and treatment to public health and patient care. This narrative review synthesizes evidence from diverse study designs, exploring the current and future applications of AI in medicine. We highlight AI's role in improving diagnostic accuracy, optimizing treatment strategies, and enhancing patient care through personalized interventions and remote monitoring, drawing upon recent advancements and landmark studies. Emerging trends such as explainable AI and federated learning are also examined. While acknowledging the tremendous potential of AI in medicine, the review also addresses the barriers and ethical challenges that need to be overcome, including concerns about algorithmic bias, transparency, over-reliance, and the potential impact on the healthcare workforce. We emphasize the importance of establishing regulatory guidelines, fostering collaboration between clinicians and AI developers, and ensuring ongoing education for healthcare professionals. Despite these challenges, the future of AI in medicine holds immense promise, with the potential to significantly improve patient outcomes, transform healthcare delivery, and address healthcare disparities.",https://www.proquest.com/docview/3203887145?accountid=15181&bdid=109693&_bd=kExoTJqMqOQC45QU8MXtM8kclPU%3D,https://doi.org/10.7759/cureus.77561
Analysing the Effects of Scenario-Based Explanations on Automated Vehicle HMIs from Objective and Subjective Perspectives,,"Ma, Jun; Feng, Xuejing; Feng, Xuejing",Sustainability,Scholarly Journals,,16,1,2024-01-01,2024,63,,,20711050,,,ENG,"Automated vehicles (AVs) are recognized as one of the most effective measures to realize sustainable transport. These vehicles can reduce emissions and environmental pollution, enhance accessibility, improve safety, and produce economic benefits through congestion reduction and cost savings. However, the consumer acceptance of and trust in these vehicles are not ideal, which affects the diffusion speed of AVs on the market. Providing transparent explanations of AV behaviour is a method for building confidence and trust in AV technologies. In this study, we investigated the explainability of user interface information in an Automated Valet Parking (AVP) system—one of the first L4 automated driving systems with a large commercial landing. Specifically, we proposed a scenario-based explanation framework based on explainable AI and examined the effects of these explanations on drivers’ objective and subjective performance. The results of Experiment 1 indicated that the scenario-based explanations effectively improved drivers’ situational trust and user experience (UX), thereby enhancing the perception and understanding that drivers had of the system’s intelligence capabilities. These explanations significantly reduced the mental workload and elevated the user performance in objective evaluations. In Experiment 2, we uncovered distinct explainability preferences among new and frequent users. New users sought increased trust and transparency, benefiting from guided explanations. In contrast, frequent users emphasised efficiency and driving safety. The final experimental results confirmed that solutions customised for different segments of the population are significantly more effective, satisfying, and trustworthy than generic solutions. These findings demonstrate that the explanations for individual differences, based on our proposed scenario-based framework, have significant implications for the adoption and sustainability of AVs.",https://www.proquest.com/docview/2912827287?accountid=15181&bdid=109693&_bd=Ive0al3d8kRa%2B60LK921gnref1k%3D,https://doi.org/10.3390/su16010063
"An Empirical Survey on Explainable AI Technologies: Recent Trends, Use-Cases, and Categories from Technical and Application Perspectives",,"Nagahisarchoghaei, Mohammad; Nagahisarchoghaei, Mohammad; Nasheen Nur; Nasheen Nur; Cummins, Logan; Nashtarin Nur; Mirhossein Mousavi Karimi; Nandanwar, Shreya; Bhattacharyya, Siddhartha; Rahimi, Shahram; Rahimi, Shahram",Electronics,Scholarly Journals,,12,5,2023-01-01,2023,1092,,,20799292,,,ENG,"In a wide range of industries and academic fields, artificial intelligence is becoming increasingly prevalent. AI models are taking on more crucial decision-making tasks as they grow in popularity and performance. Although AI models, particularly machine learning models, are successful in research, they have numerous limitations and drawbacks in practice. Furthermore, due to the lack of transparency behind their behavior, users need more understanding of how these models make specific decisions, especially in complex state-of-the-art machine learning algorithms. Complex machine learning systems utilize less transparent algorithms, thereby exacerbating the problem. This survey analyzes the significance and evolution of explainable AI (XAI) research across various domains and applications. Throughout this study, a rich repository of explainability classifications and summaries has been developed, along with their applications and practical use cases. We believe this study will make it easier for researchers to understand all explainability methods and access their applications simultaneously.",https://www.proquest.com/docview/2785188470?accountid=15181&bdid=109693&_bd=9WXvgSrztWimGciGAt%2Bq9ECuGoo%3D,https://doi.org/10.3390/electronics12051092
AI Advances in ICU with an Emphasis on Sepsis Prediction: An Overview,,"Stylianides, Charithea; Stylianides, Charithea; Nicolaou, Andria; Waqar Aziz Sulaiman; Christina-Athanasia Alexandropoulou; Panagiotopoulos, Ilias; Karathanasopoulou, Konstantina; Dimitrakopoulos, George; Kleanthous, Styliani; Politi, Eleni; Ntalaperas, Dimitris; Papageorgiou, Xanthi; Garcia, Fransisco; Antoniou, Zinonas; Ioannides, Nikos; Palazis, Lakis; Vavlitou, Anna; Pattichis, Marios S; Pattichis, Constantinos S; Panayides, Andreas S",Machine Learning and Knowledge Extraction,Scholarly Journals,,7,1,2025-01-01,2025,6,,,25044990,,,ENG,"Artificial intelligence (AI) is increasingly applied in a wide range of healthcare and Intensive Care Unit (ICU) areas to serve—among others—as a tool for disease detection and prediction, as well as for healthcare resources’ management. Since sepsis is a high mortality and rapidly developing organ dysfunction disease afflicting millions in ICUs and costing huge amounts to treat, the area can benefit from the use of AI tools for early and informed diagnosis and antibiotic administration. Additionally, resource allocation plays a crucial role when patient flow is increased, and resources are limited. At the same time, sensitive data use raises the need for ethical guidelines and reflective datasets. Additionally, explainable AI is applied to handle AI opaqueness. This study aims to present existing clinical approaches for infection assessment in terms of scoring systems and diagnostic biomarkers, along with their limitations, and an extensive overview of AI applications in healthcare and ICUs in terms of (a) sepsis detection/prediction and sepsis mortality prediction, (b) length of ICU/hospital stay prediction, and (c) ICU admission/hospitalization prediction after Emergency Department admission, each constituting an important factor towards either prompt interventions and improved patient wellbeing or efficient resource management. Challenges of AI applications in ICU are addressed, along with useful recommendations to mitigate them. Explainable AI applications in ICU are described, and their value in validating, and translating predictions in the clinical setting is highlighted. The most important findings and future directions including multimodal data use and Transformer-based models are discussed. The goal is to make research in AI advances in ICU and particularly sepsis prediction more accessible and provide useful directions on future work.",https://www.proquest.com/docview/3181643275?accountid=15181&bdid=109693&_bd=H%2B7xVrCNavNWkIbMJKfem1aEEi4%3D,https://doi.org/10.3390/make7010006
Intelligent Supply Chain Management: A Systematic Literature Review on Artificial Intelligence Contributions,,"Teixeira, António R; Ferreira, José Vasconcelos; Ramos, Ana Luísa",Information,Scholarly Journals,,16,5,2025-01-01,2025,399,,,20782489,,,ENG,"This systematic literature review investigates the recent applications of artificial intelligence (AI) in supply chain management (SCM), particularly in the domains of resilience, process optimization, sustainability, and implementation challenges. The study is motivated by gaps identified in previous reviews, which often exclude literature published after 2020 and lack an integrated analysis of AI’s contributions across multiple supply chain phases. The review aims to provide an updated synthesis of AI technologies—such as machine learning, deep learning, and generative AI—and their practical implementation between 2021 and 2024. Following the PRISMA framework, a rigorous methodology was applied using the Scopus database, complemented by bibliometric and content analyses. A total of 66 studies were selected based on predefined inclusion criteria and evaluated for methodological quality and thematic relevance. The findings reveal a diverse classification of AI applications across strategic and operational SCM phases and highlight emerging techniques like explainable AI, neurosymbolic systems, and federated learning. The review also identifies persistent barriers such as data governance, ethical concerns, and scalability. Future research should focus on hybrid AI–human collaboration, transparency through explainable models, and integration with technologies such as IoT and blockchain. This review contributes to the literature by offering a structured synthesis of AI’s transformative impact on SCM and by outlining key research directions to guide future investigations and managerial practice.",https://www.proquest.com/docview/3211985935?accountid=15181&bdid=109693&_bd=pL71lI1UcaNDzLfAIcx6ODGQ924%3D,https://doi.org/10.3390/info16050399
Constructing Explainable Classifiers from the Start—Enabling Human-in-the Loop Machine Learning,,"Estivill-Castro, Vladimir; Gilmore, Eugene; Gilmore, Eugene; Hexel, René",Information,Scholarly Journals,,13,10,2022-01-01,2022,464,,,20782489,,,ENG,"Interactive machine learning (IML) enables the incorporation of human expertise because the human participates in the construction of the learned model. Moreover, with human-in-the-loop machine learning (HITL-ML), the human experts drive the learning, and they can steer the learning objective not only for accuracy but perhaps for characterisation and discrimination rules, where separating one class from others is the primary objective. Moreover, this interaction enables humans to explore and gain insights into the dataset as well as validate the learned models. Validation requires transparency and interpretable classifiers. The huge relevance of understandable classification has been recently emphasised for many applications under the banner of explainable artificial intelligence (XAI). We use parallel coordinates to deploy an IML system that enables the visualisation of decision tree classifiers but also the generation of interpretable splits beyond parallel axis splits. Moreover, we show that characterisation and discrimination rules are also well communicated using parallel coordinates. In particular, we report results from the largest usability study of a IML system, confirming the merits of our approach.",https://www.proquest.com/docview/2728486468?accountid=15181&bdid=109693&_bd=2mY2kCYrlPbCmjn2bpAB%2FPJexLU%3D,https://doi.org/10.3390/info13100464
Risk Analysis of Artificial Intelligence in Medicine with a Multilayer Concept of System Order,,"Moghadasi, Negin; Moghadasi, Negin; Valdez, Rupa S; Piran, Misagh; Moghaddasi, Negar; Linkov, Igor; Polmateer, Thomas L; Loose, Davis C; Lambert, James H",Systems,Scholarly Journals,,12,2,2024-01-01,2024,47,,,20798954,,,ENG,"Artificial intelligence (AI) is advancing across technology domains including healthcare, commerce, the economy, the environment, cybersecurity, transportation, etc. AI will transform healthcare systems, bringing profound changes to diagnosis, treatment, patient care, data, medicines, devices, etc. However, AI in healthcare introduces entirely new categories of risk for assessment, management, and communication. For this topic, the framing of conventional risk and decision analyses is ongoing. This paper introduces a method to quantify risk as the disruption of the order of AI initiatives in healthcare systems, aiming to find the scenarios that are most and least disruptive to system order. This novel approach addresses scenarios that bring about a re-ordering of initiatives in each of the following three characteristic layers: purpose, structure, and function. In each layer, the following model elements are identified: 1. Typical research and development initiatives in healthcare. 2. The ordering criteria of the initiatives. 3. Emergent conditions and scenarios that could influence the ordering of the AI initiatives. This approach is a manifold accounting of the scenarios that could contribute to the risk associated with AI in healthcare. Recognizing the context-specific nature of risks and highlighting the role of human in the loop, this study identifies scenario s.06—non-interpretable AI and lack of human–AI communications—as the most disruptive across all three layers of healthcare systems. This finding suggests that AI transparency solutions primarily target domain experts, a reasonable inclination given the significance of “high-stakes” AI systems, particularly in healthcare. Future work should connect this approach with decision analysis and quantifying the value of information. Future work will explore the disruptions of system order in additional layers of the healthcare system, including the environment, boundary, interconnections, workforce, facilities, supply chains, and others.",https://www.proquest.com/docview/2931061999?accountid=15181&bdid=109693&_bd=VJsD4GgUpsNf1Uz6POYNL3R1mLk%3D,https://doi.org/10.3390/systems12020047
"Application-Wise Review of Machine Learning-Based Predictive Maintenance: Trends, Challenges, and Future Directions",,"Tsallis Christos; Papageorgas Panagiotis; Piromalis Dimitrios; Munteanu, Radu Adrian",Applied Sciences,Scholarly Journals,,15,9,2025-01-01,2025,4898,,,20763417,,,ENG,"This systematic literature review (SLR) provides a comprehensive application-wise analysis of machine learning (ML)-driven predictive maintenance (PdM) across industrial domains. Motivated by the digital transformation of industry 4.0, this study explores how ML techniques optimize maintenance by predicting faults, estimating remaining useful life (RUL), and reducing operational downtime. Sixty peer-reviewed articles published between 2020 and 2024 were selected using the preferred reporting items for systematic reviews and meta-analyses (PRISMA) 2020 guidelines, and were analyzed based on industrial sector, ML techniques, datasets, evaluation metrics, and implementation challenges. Results show that combining ML with diverse sensor data enhances predictive performance under varying operational conditions across manufacturing, energy, healthcare, and transportation. Frequently used open datasets include the commercial modular aero-propulsion system simulation (CMAPSS), the malfunctioning industrial machine investigation and inspection (MIMII), and the semiconductor manufacturing process (SECOM) datasets, though data heterogeneity and imbalance remain major barriers. Emerging paradigms such as hybrid modeling, digital twins, and physics-informed learning show promise but face issues like computational cost, interpretability, and limited scalability. The findings highlight future research needs in model generalizability, real-world validation, and explainable artificial intelligence (AI) to bridge gaps between ML innovations and industrial practice.",https://www.proquest.com/docview/3203187964?accountid=15181&bdid=109693&_bd=N%2Fcsadzhyn7fcCVMPD3n3hqLDN0%3D,https://doi.org/10.3390/app15094898
A Comprehensive Survey of Deep Learning Approaches in Image Processing,,"Trigka, Maria; Dritsas, Elias",Sensors,Scholarly Journals,,25,2,2025-01-01,2025,531,,,14248220,,,ENG,"The integration of deep learning (DL) into image processing has driven transformative advancements, enabling capabilities far beyond the reach of traditional methodologies. This survey offers an in-depth exploration of the DL approaches that have redefined image processing, tracing their evolution from early innovations to the latest state-of-the-art developments. It also analyzes the progression of architectural designs and learning paradigms that have significantly enhanced the ability to process and interpret complex visual data. Key advancements, such as techniques improving model efficiency, generalization, and robustness, are examined, showcasing DL’s ability to address increasingly sophisticated image-processing tasks across diverse domains. Metrics used for rigorous model evaluation are also discussed, underscoring the importance of performance assessment in varied application contexts. The impact of DL in image processing is highlighted through its ability to tackle complex challenges and generate actionable insights. Finally, this survey identifies potential future directions, including the integration of emerging technologies like quantum computing and neuromorphic architectures for enhanced efficiency and federated learning for privacy-preserving training. Additionally, it highlights the potential of combining DL with emerging technologies such as edge computing and explainable artificial intelligence (AI) to address scalability and interpretability challenges. These advancements are positioned to further extend the capabilities and applications of DL, driving innovation in image processing.",https://www.proquest.com/docview/3159619902?accountid=15181&bdid=109693&_bd=y0ekVHfA8GEjTWCT%2F1aWhIKaHFk%3D,https://doi.org/10.3390/s25020531
Leveraging Machine Learning to Enhance Road Safety: A Social Marketing Approach,,"Noonpakdee, Wasinee; Satitsamitpong, Manit; Senachai, Prarawan; Napontun, Kittipong",ABAC Journal,Scholarly Journals,,45,1,2025-01-01,Jan-Mar 2025,82,,82-102,8580855,,,ENG,"Road safety remains a critical concern worldwide. This research aims to investigate the use of Explainable AI (XAI) techniques, particularly SHAP (Shapley Additive Explanations), to identify key factors influencing road accident severity and create a social marketing campaign encouraging people to change their behavior in relation to road safety. Several machine learning models were developed using data from Thailand’s Ministry of Transport. The results show that the Light Gradient Boosting Machine (LGBM) model achieved the highest accuracy of 0.85 and an F1 score of 0.83. SHAP analysis revealed that the most significant contributing factors were the number of motorcycle involvements, road code, and the total number of vehicles and people involved in the accident. A practical framework for promoting sustainable road safety was proposed, focusing on raising awareness, delivering emotionally impactful communication, and fostering immediate behavioral change. This research provides valuable insights for strategic road safety initiatives and demonstrates the effectiveness of integrating machine learning with XAI. The findings can guide government authorities, policymakers, insurance companies, and social marketing planners in improving road safety.",https://www.proquest.com/docview/3201815663?accountid=15181&bdid=109693&_bd=Euorj8w9j6aJkSMOpxd%2F%2FYbr2EI%3D,https://doi.org/10.59865/abacj.2024.70
The Promise of Explainable AI in Digital Health for Precision Medicine: A Systematic Review,,"Allen, Ben",Journal of Personalized Medicine,Scholarly Journals,,14,3,2024-01-01,2024,277,,,20754426,,,ENG,"This review synthesizes the literature on explaining machine-learning models for digital health data in precision medicine. As healthcare increasingly tailors treatments to individual characteristics, the integration of artificial intelligence with digital health data becomes crucial. Leveraging a topic-modeling approach, this paper distills the key themes of 27 journal articles. We included peer-reviewed journal articles written in English, with no time constraints on the search. A Google Scholar search, conducted up to 19 September 2023, yielded 27 journal articles. Through a topic-modeling approach, the identified topics encompassed optimizing patient healthcare through data-driven medicine, predictive modeling with data and algorithms, predicting diseases with deep learning of biomedical data, and machine learning in medicine. This review delves into specific applications of explainable artificial intelligence, emphasizing its role in fostering transparency, accountability, and trust within the healthcare domain. Our review highlights the necessity for further development and validation of explanation methods to advance precision healthcare delivery.",https://www.proquest.com/docview/3003332137?accountid=15181&bdid=109693&_bd=VgFMdmHI7UWsvMQF5tuxQJ46ytU%3D,https://doi.org/10.3390/jpm14030277
